DISTRICT_NAME,DISTRICT_CODE,TOTAL_STUDENTS,PERCENTAGE_GRADUATED,PERCENTAGE_STILL_IN_SCHOOL,PERCENTAGE_NON_GRADUATE_COMPLETORS,PERCENTAGE_HS_EQUIVALENT,PERCENTAGE_DROPPED_OUT,PERCENTAGE_PERMANENTLY_EXCLUDED,IN_DISTRICT_EXPENDITURES,TOTAL_IN_DISTRICT_FTES,IN_DISTRICT_EXPENDITURES_PER_PUPIL,TOTAL_EXPENDITURES,TOTAL_PUPIL_FTES,TOTAL_EXPENDITURES_PER_PUPIL,SALARY_TOTALS,AVERAGE_SALARY,FTE_COUNT,ATTENDANCE_RATE,AVERAGE_NUMBER_ABSENCES,ABSENT_10_OR_MORE_DAYS,ABSENT_10_PERCENT_OR_MORE,ABSENT_20_PERCENT_OR_MORE,UNEXCUSED_OVER_9_DAYS,TOTAL_NUMBER_OF_STAFF,ATTENDANCE_RATE_PERCENTAGE,AVERAGE_NUMBER_OF_ABSENCES,ART_KINDERGARTEN,ART_FIRST_GRADE,ART_SECOND_GRADE,ART_THIRD_GRADE,ART_FOURTH_GRADE,ART_FIFTH_GRADE,ART_SIXTH_GRADE,ART_SEVENTH_GRADE,ART_EIGHTH_GRADE,ART_NINTH_GRADE,ART_TENTH_GRADE,ART_ELEVENTH_GRADE,ART_TWELVETH_GRADE,ART_ALL_GRADES,ELA_AVERAGE_SCALED_SCORE,MATH_AVERAGE_SCALED_SCORE,SCI_AVERAGE_SCALED_SCORE,ELA_E_NUMBER,MATH_E_NUMBER,SCI_E_NUMBER,ELA_E_PERCENTAGE,MATH_E_PERCENTAGE,SCI_E_PERCENTAGE,ELA_M_E_NUMBER,MATH_M_E_NUMBER,SCI_M_E_NUMBER,ELA_M_E_PERCENTAGE,MATH_M_E_PERCENTAGE,SCI_M_E_PERCENTAGE,ELA_M_NUMBER,MATH_M_NUMBER,SCI_M_NUMBER,ELA_M_PERCENTAGE,MATH_M_PERCENTAGE,SCI_M_PERCENTAGE,ELA_N_M_NUMBER,MATH_N_M_NUMBER,SCI_N_M_NUMBER,ELA_N_M_PERCENTAGE,MATH_N_M_PERCENTAGE,SCI_N_M_PERCENTAGE,ELA_PARTICIPATION_RATE_PERCENTAGE,MATH_PARTICIPATION_RATE_PERCENTAGE,SCI_PARTICIPATION_RATE_PERCENTAGE,ELA_P_M_NUMBER,MATH_P_M_NUMBER,SCI_P_M_NUMBER,ELA_P_M_PERCENTAGE,MATH_P_M_PERCENTAGE,SCI_P_M_PERCENTAGE,ELA_SGP,MATH_SGP,ELA_TOTAL_STUDENTS_INCLUDED,MATH_TOTAL_STUDENTS_INCLUDED,SCI_TOTAL_STUDENTS_INCLUDED,ELA_TOTAL_STUDENTS_INCLUDED_IN_SGP,MATH_TOTAL_STUDENTS_INCLUDED_IN_SGP,ART_PARTICIPATION_RATE
Winchendon,03430000,75,70.7,4.0,0.0,1.3,24.0,0.0,23372617.41,1195.0,19559.4,26627558.28,1359.6,19584.54,7593599.0,83722.0,90.7,90.3,16.5,57.3,29.8,11.3,0.9,189.0,94.5,9.4,77.0,83.0,112.0,114.0,90.0,92.0,95.0,98.0,92.0,51.0,52.0,49.0,50.0,1055.0,486.0,483.0,492.0,6.0,6.0,2.0,1.0,1.0,1.0,149.0,110.0,66.0,26.0,19.0,38.0,143.0,104.0,64.0,25.0,18.0,37.0,129.0,145.0,28.0,22.0,26.0,16.0,98.0,97.0,93.0,298.0,312.0,81.0,52.0,55.0,46.0,45.0,52.0,576.0,567.0,175.0,424.0,417.0,14.066666666666666
Tyngsborough,03010000,103,97.1,1.9,0.0,0.0,1.0,0.0,29366742.0,1540.9,19057.97,33897772.05,1689.5,20064.2,11515772.0,90962.0,126.6,94.0,10.5,41.1,14.7,3.1,0.0,224.0,92.5,13.6,103.0,117.0,102.0,128.0,116.0,98.0,127.0,118.0,149.0,51.0,92.0,75.0,85.0,1361.0,493.0,495.0,497.0,25.0,37.0,18.0,3.0,5.0,7.0,277.0,309.0,105.0,37.0,41.0,42.0,252.0,272.0,87.0,34.0,36.0,35.0,109.0,94.0,24.0,15.0,13.0,10.0,99.0,99.0,99.0,362.0,347.0,121.0,48.0,46.0,48.0,51.0,58.0,748.0,750.0,250.0,576.0,583.0,13.21359223300971
Ashburnham-Westminster,06100000,153,98.0,2.0,0.0,0.0,0.0,0.0,36415193.29,2246.7,16208.58,39596745.71,2335.7,16952.56,13341535.0,80274.0,166.2,94.7,9.1,37.7,10.4,1.5,30.5,335.0,92.7,13.6,141.0,148.0,168.0,173.0,171.0,164.0,215.0,183.0,176.0,109.0,93.0,69.0,63.0,1873.0,495.0,496.0,495.0,47.0,46.0,15.0,4.0,4.0,4.0,431.0,429.0,142.0,40.0,40.0,42.0,384.0,383.0,127.0,36.0,35.0,37.0,123.0,128.0,36.0,11.0,12.0,11.0,99.0,99.0,100.0,525.0,524.0,164.0,49.0,48.0,48.0,50.0,50.0,1079.0,1081.0,342.0,874.0,870.0,12.241830065359476
Hoosac Valley Regional,06030000,50,86.0,0.0,0.0,0.0,14.0,0.0,22509926.8,1002.7,22449.81,25173210.59,1239.9,20301.94,6606876.0,71349.0,92.6,92.2,13.4,49.9,25.4,8.0,23.6,210.0,94.2,10.1,75.0,75.0,84.0,93.0,65.0,90.0,77.0,79.0,6.0,38.0,36.0,44.0,34.0,796.0,482.0,479.0,486.0,9.0,2.0,9.0,2.0,0.0,5.0,96.0,61.0,43.0,20.0,13.0,26.0,87.0,59.0,34.0,18.0,13.0,20.0,148.0,142.0,45.0,31.0,30.0,27.0,98.0,98.0,97.0,228.0,268.0,79.0,48.0,57.0,47.0,41.0,39.0,472.0,471.0,167.0,347.0,348.0,15.92
Greater Lowell Regional Vocational Technical,08280000,571,98.6,0.9,0.2,0.0,0.4,0.0,61838892.0,2297.4,26917.16,61892491.44,2307.4,26823.74,22166732.0,104314.0,212.5,95.8,7.5,26.9,7.6,1.5,9.8,351.0,91.6,15.7,,,,,,,,,,418.0,26.0,41.0,43.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9246935201401051
Amesbury,00070000,134,82.1,14.9,0.7,1.5,0.7,0.0,41319727.93,1817.9,22729.93,47580888.5,2056.6,23135.42,15035285.0,88756.0,169.4,93.2,11.8,45.1,19.6,4.4,7.9,333.0,94.6,9.9,146.0,152.0,143.0,128.0,144.0,138.0,104.0,136.0,135.0,102.0,104.0,105.0,104.0,1641.0,492.0,490.0,493.0,38.0,36.0,18.0,5.0,5.0,7.0,303.0,246.0,102.0,39.0,32.0,38.0,265.0,210.0,84.0,34.0,27.0,31.0,153.0,170.0,56.0,20.0,22.0,21.0,99.0,99.0,99.0,322.0,363.0,109.0,41.0,47.0,41.0,49.0,42.0,778.0,779.0,267.0,604.0,600.0,12.246268656716419
Belmont,00260000,366,96.7,3.3,0.0,0.0,0.0,0.0,80736654.0,4420.1,18265.66,95396137.24,4574.8,20852.48,32895557.0,111738.0,294.4,95.3,8.4,28.6,9.9,2.4,6.7,594.0,91.8,14.6,252.0,255.0,310.0,349.0,316.0,359.0,354.0,376.0,369.0,282.0,168.0,118.0,179.0,3687.0,510.0,513.0,517.0,393.0,530.0,231.0,19.0,25.0,32.0,1449.0,1490.0,568.0,69.0,71.0,78.0,1056.0,960.0,337.0,50.0,45.0,46.0,128.0,105.0,30.0,6.0,5.0,4.0,99.0,99.0,99.0,535.0,516.0,128.0,25.0,24.0,18.0,54.0,49.0,2112.0,2111.0,726.0,1615.0,1630.0,10.073770491803279
North Middlesex,07350000,214,88.8,4.7,0.0,0.5,6.1,0.0,55749317.69,2987.3,18662.32,65655757.64,3195.2,20548.1,19904515.0,83109.0,239.5,93.8,10.8,43.4,16.1,3.1,31.2,426.0,91.9,14.7,208.0,235.0,226.0,236.0,257.0,240.0,242.0,238.0,235.0,97.0,89.0,110.0,134.0,2547.0,494.0,493.0,494.0,58.0,46.0,19.0,4.0,3.0,4.0,582.0,523.0,200.0,41.0,36.0,43.0,524.0,477.0,181.0,37.0,33.0,39.0,186.0,206.0,54.0,13.0,14.0,12.0,99.0,99.0,99.0,665.0,708.0,212.0,46.0,49.0,45.0,48.0,47.0,1433.0,1437.0,466.0,1142.0,1149.0,11.901869158878505
Francis W. Parker Charter Essential (District),04780000,57,96.5,3.5,0.0,0.0,0.0,0.0,6944195.46,366.9,18928.73,6944195.46,366.9,18928.73,2791527.0,68472.0,41.3,93.4,11.6,47.0,16.7,4.0,0.0,70.0,96.4,6.8,,,,,,,,0.0,0.0,0.0,4.0,28.0,21.0,53.0,500.0,499.0,506.0,10.0,10.0,7.0,8.0,8.0,10.0,68.0,66.0,45.0,51.0,50.0,65.0,58.0,56.0,38.0,44.0,42.0,55.0,12.0,10.0,1.0,9.0,8.0,1.0,96.0,96.0,99.0,53.0,57.0,23.0,40.0,43.0,33.0,39.0,44.0,133.0,133.0,69.0,110.0,110.0,0.9298245614035088
Revere,02480000,649,79.8,6.6,0.0,0.3,13.3,0.0,149684383.9,7365.1,20323.58,181218368.7,8175.8,22165.3,60450028.0,93765.0,644.7,91.4,14.9,53.6,26.4,9.0,40.1,1180.0,92.8,13.5,453.0,534.0,544.0,543.0,565.0,558.0,534.0,547.0,547.0,180.0,158.0,239.0,310.0,5712.0,484.0,486.0,486.0,84.0,65.0,32.0,3.0,2.0,3.0,846.0,831.0,288.0,26.0,25.0,27.0,762.0,766.0,256.0,23.0,23.0,24.0,947.0,819.0,273.0,29.0,25.0,25.0,99.0,99.0,99.0,1464.0,1613.0,517.0,45.0,49.0,48.0,50.0,45.0,3257.0,3263.0,1078.0,2454.0,2492.0,8.801232665639445
Holbrook,01330000,75,93.3,2.7,0.0,0.0,4.0,0.0,23230946.43,1322.4,17566.67,26880636.72,1422.8,18892.49,8385173.0,82613.0,101.5,94.9,8.8,31.7,12.2,2.3,20.0,174.0,91.0,15.9,113.0,94.0,110.0,102.0,96.0,115.0,121.0,110.0,109.0,48.0,46.0,32.0,53.0,1149.0,492.0,491.0,496.0,31.0,22.0,18.0,5.0,3.0,8.0,245.0,221.0,97.0,37.0,34.0,43.0,214.0,199.0,79.0,32.0,30.0,35.0,131.0,127.0,40.0,20.0,19.0,18.0,99.0,99.0,99.0,284.0,309.0,88.0,43.0,47.0,39.0,50.0,48.0,660.0,657.0,225.0,523.0,523.0,15.32
Argosy Collegiate Charter School (District),35090000,54,77.8,13.0,0.0,0.0,5.6,3.7,11761569.64,566.6,20759.62,11761569.64,566.6,20759.62,4507633.0,91785.0,47.0,92.5,13.1,49.1,25.8,7.6,38.0,113.0,91.5,15.7,,,,,,,103.0,102.0,101.0,26.0,30.0,31.0,31.0,424.0,480.0,483.0,483.0,3.0,2.0,0.0,1.0,1.0,0.0,52.0,54.0,14.0,17.0,18.0,14.0,49.0,52.0,14.0,16.0,17.0,14.0,88.0,71.0,17.0,29.0,23.0,18.0,99.0,99.0,96.0,165.0,179.0,66.0,54.0,59.0,68.0,41.0,46.0,305.0,304.0,97.0,296.0,299.0,7.851851851851852
Barnstable,00200000,409,82.9,5.4,1.5,0.7,9.5,0.0,110726896.2,4805.1,23043.7,124892852.2,5474.4,22813.89,41047381.0,96107.0,427.1,92.9,12.0,50.1,21.7,4.9,31.0,968.0,93.0,12.5,344.0,371.0,400.0,392.0,376.0,339.0,258.0,252.0,242.0,173.0,144.0,142.0,150.0,3583.0,485.0,487.0,485.0,34.0,52.0,13.0,2.0,3.0,2.0,560.0,538.0,178.0,28.0,27.0,28.0,526.0,486.0,165.0,26.0,24.0,26.0,540.0,493.0,174.0,27.0,25.0,27.0,98.0,99.0,98.0,887.0,962.0,281.0,45.0,48.0,44.0,40.0,42.0,1987.0,1993.0,633.0,1452.0,1472.0,8.76039119804401
Advanced Math and Science Academy Charter (District),04300000,125,100.0,0.0,0.0,0.0,0.0,0.0,15831306.42,965.8,16392.42,15831306.42,965.8,16392.42,6099473.0,75441.0,85.1,95.0,9.0,36.8,9.4,1.0,11.2,130.0,93.8,10.8,,,,,,,142.0,147.0,142.0,126.0,59.0,43.0,74.0,733.0,499.0,499.0,497.0,36.0,26.0,11.0,9.0,6.0,8.0,207.0,196.0,58.0,49.0,46.0,42.0,171.0,170.0,47.0,41.0,40.0,34.0,35.0,32.0,14.0,8.0,8.0,10.0,100.0,100.0,100.0,180.0,194.0,67.0,43.0,46.0,48.0,46.0,45.0,422.0,422.0,139.0,412.0,412.0,5.864
Harvard,01250000,88,95.5,4.5,0.0,0.0,0.0,0.0,23466075.0,1012.8,23169.38,27130865.0,1072.1,25306.23,8104795.0,91787.0,88.3,92.7,12.9,45.7,19.8,4.9,1.7,182.0,92.9,12.9,75.0,68.0,74.0,71.0,57.0,76.0,81.0,84.0,77.0,80.0,63.0,64.0,52.0,922.0,510.0,508.0,517.0,69.0,83.0,47.0,16.0,19.0,31.0,313.0,288.0,122.0,71.0,65.0,80.0,244.0,205.0,75.0,55.0,46.0,49.0,22.0,29.0,9.0,5.0,7.0,6.0,98.0,99.0,98.0,107.0,129.0,21.0,24.0,29.0,14.0,58.0,55.0,442.0,446.0,152.0,356.0,360.0,10.477272727272727
Swampscott,02910000,169,93.5,4.1,0.0,0.6,1.8,0.0,41222288.61,2070.2,19912.01,47865984.38,2202.2,21735.64,17205995.0,91473.0,188.1,94.1,10.4,40.9,15.5,2.9,17.1,345.0,92.5,13.5,134.0,139.0,168.0,150.0,147.0,139.0,150.0,148.0,162.0,135.0,131.0,116.0,113.0,1832.0,496.0,497.0,497.0,44.0,50.0,19.0,5.0,6.0,6.0,408.0,400.0,141.0,46.0,45.0,48.0,364.0,350.0,122.0,41.0,40.0,41.0,124.0,109.0,40.0,14.0,12.0,14.0,99.0,98.0,97.0,356.0,377.0,115.0,40.0,43.0,39.0,43.0,47.0,888.0,886.0,296.0,693.0,694.0,10.840236686390533
Wachusett,07750000,489,93.9,3.5,0.0,0.4,2.2,0.0,112456183.6,6661.1,16882.65,126944971.5,6937.8,18297.64,43925799.0,93919.0,467.7,94.4,9.9,40.0,11.5,2.6,0.0,954.0,93.4,12.0,496.0,494.0,499.0,537.0,530.0,495.0,546.0,489.0,560.0,339.0,247.0,138.0,177.0,5547.0,501.0,503.0,502.0,243.0,289.0,101.0,8.0,9.0,10.0,1656.0,1751.0,588.0,53.0,56.0,56.0,1413.0,1462.0,487.0,45.0,46.0,46.0,271.0,224.0,78.0,9.0,7.0,7.0,99.0,99.0,99.0,1222.0,1177.0,384.0,39.0,37.0,37.0,50.0,53.0,3149.0,3152.0,1050.0,2511.0,2516.0,11.343558282208589
Hampden-Wilbraham,06800000,245,95.9,0.8,0.8,0.8,1.6,0.0,52686126.0,2858.0,18434.79,57234888.76,2950.4,19398.99,18607416.0,91843.0,202.6,94.9,8.9,34.9,9.5,2.0,29.4,448.0,93.4,12.2,182.0,199.0,197.0,211.0,191.0,217.0,145.0,150.0,140.0,125.0,122.0,116.0,83.0,2078.0,498.0,497.0,499.0,84.0,62.0,35.0,7.0,5.0,8.0,607.0,558.0,219.0,50.0,46.0,51.0,523.0,496.0,184.0,43.0,41.0,43.0,148.0,138.0,44.0,12.0,11.0,10.0,99.0,98.0,98.0,463.0,516.0,165.0,38.0,43.0,39.0,55.0,57.0,1218.0,1212.0,428.0,967.0,962.0,8.481632653061224
Melrose,01780000,251,97.6,1.6,0.0,0.0,0.4,0.4,61793510.15,3911.4,15798.29,72275906.41,4257.4,16976.51,24307999.0,85682.0,283.7,94.8,9.2,34.9,10.6,2.2,24.7,538.0,94.7,9.6,259.0,313.0,268.0,304.0,303.0,294.0,278.0,309.0,285.0,126.0,125.0,97.0,95.0,3056.0,506.0,506.0,501.0,273.0,265.0,71.0,15.0,15.0,12.0,1091.0,1060.0,320.0,61.0,60.0,55.0,818.0,795.0,249.0,46.0,45.0,42.0,175.0,140.0,65.0,10.0,8.0,11.0,99.0,98.0,99.0,512.0,571.0,201.0,29.0,32.0,34.0,51.0,47.0,1778.0,1771.0,586.0,1404.0,1401.0,12.175298804780876
Boston Collegiate Charter (District),04490000,74,94.6,5.4,0.0,0.0,0.0,0.0,16528910.89,693.7,23828.2,16528910.89,693.7,23828.2,6283496.0,85520.0,81.8,93.6,11.4,45.6,14.8,3.0,21.9,144.0,96.0,7.2,,,,,,100.0,103.0,88.0,95.0,84.0,84.0,62.0,68.0,684.0,499.0,502.0,500.0,34.0,39.0,16.0,9.0,10.0,8.0,195.0,217.0,104.0,51.0,56.0,54.0,161.0,178.0,88.0,42.0,46.0,45.0,38.0,35.0,17.0,10.0,9.0,9.0,99.0,100.0,99.0,151.0,134.0,73.0,39.0,35.0,38.0,53.0,66.0,384.0,386.0,194.0,348.0,348.0,9.243243243243244
Atlantis Charter (District),04910000,80,93.8,2.5,0.0,0.0,3.8,0.0,21697089.0,1257.8,17249.89,21697089.0,1257.8,17249.89,6480079.0,60203.0,100.8,91.9,14.6,56.9,26.4,7.2,38.3,208.0,92.9,13.5,109.0,110.0,109.0,109.0,110.0,108.0,108.0,110.0,110.0,54.0,31.0,48.0,57.0,1173.0,487.0,485.0,481.0,23.0,15.0,5.0,4.0,2.0,2.0,177.0,161.0,35.0,27.0,25.0,16.0,154.0,146.0,30.0,24.0,22.0,14.0,149.0,168.0,71.0,23.0,26.0,33.0,100.0,100.0,100.0,327.0,323.0,110.0,50.0,50.0,51.0,48.0,45.0,653.0,652.0,216.0,530.0,529.0,14.6625
Blackstone-Millville,06220000,99,91.9,3.0,0.0,0.0,5.1,0.0,27043183.0,1451.5,18631.84,31394723.47,1666.9,18834.31,10669864.0,94928.0,112.4,93.6,11.1,44.7,19.6,3.7,30.6,208.0,96.4,6.3,103.0,104.0,101.0,94.0,116.0,123.0,111.0,131.0,90.0,104.0,90.0,74.0,82.0,1323.0,492.0,494.0,495.0,23.0,31.0,11.0,3.0,5.0,5.0,261.0,256.0,107.0,38.0,37.0,46.0,238.0,225.0,96.0,35.0,33.0,42.0,124.0,84.0,32.0,18.0,12.0,14.0,99.0,99.0,99.0,300.0,344.0,92.0,44.0,50.0,40.0,46.0,47.0,685.0,684.0,231.0,553.0,551.0,13.363636363636363
Granby,01110000,52,100.0,0.0,0.0,0.0,0.0,0.0,13090942.79,695.4,18824.75,15325431.51,781.3,19616.19,4105060.0,70777.0,58.0,95.3,8.3,26.9,10.0,2.6,8.6,138.0,91.6,14.7,34.0,41.0,33.0,59.0,58.0,56.0,57.0,57.0,4.0,34.0,33.0,29.0,35.0,530.0,489.0,490.0,493.0,12.0,16.0,6.0,3.0,5.0,6.0,110.0,110.0,40.0,32.0,32.0,37.0,98.0,94.0,34.0,28.0,27.0,32.0,71.0,62.0,16.0,21.0,18.0,15.0,99.0,99.0,100.0,165.0,172.0,51.0,48.0,50.0,48.0,45.0,52.0,346.0,344.0,107.0,280.0,276.0,10.192307692307692
South Shore Regional Vocational Technical,08730000,164,98.2,0.0,0.0,0.0,1.8,0.0,19811402.0,659.9,30020.81,19811402.0,659.9,30020.81,7004862.0,108940.0,64.3,94.1,10.4,39.4,13.8,3.5,17.9,112.0,93.6,11.8,,,,,,,,,,177.0,6.0,13.0,12.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2682926829268293
Foxborough,00990000,199,95.0,3.5,0.0,0.5,1.0,0.0,52992039.12,2512.2,21094.3,58602548.75,2654.5,22076.74,20626169.0,96519.0,213.7,95.1,8.6,30.7,9.0,1.9,5.7,400.0,98.8,2.3,160.0,186.0,183.0,184.0,188.0,180.0,185.0,185.0,192.0,99.0,106.0,114.0,140.0,2102.0,500.0,504.0,497.0,93.0,119.0,19.0,8.0,11.0,5.0,572.0,646.0,178.0,52.0,58.0,48.0,479.0,527.0,159.0,43.0,47.0,43.0,114.0,86.0,47.0,10.0,8.0,13.0,99.0,99.0,98.0,423.0,380.0,146.0,38.0,34.0,39.0,52.0,52.0,1109.0,1112.0,371.0,880.0,882.0,10.56281407035176
Fairhaven,00940000,151,94.0,3.3,0.0,0.7,2.0,0.0,30321108.28,1754.0,17286.73,33262661.34,1821.6,18259.68,11264726.0,82224.0,137.0,93.4,11.6,42.2,17.3,5.3,25.1,267.0,91.2,15.9,0.0,1.0,117.0,114.0,122.0,132.0,132.0,139.0,144.0,137.0,114.0,94.0,88.0,1334.0,495.0,498.0,496.0,42.0,50.0,18.0,5.0,6.0,7.0,346.0,347.0,130.0,45.0,45.0,48.0,304.0,297.0,112.0,39.0,39.0,41.0,112.0,99.0,34.0,14.0,13.0,12.0,99.0,98.0,99.0,319.0,325.0,109.0,41.0,42.0,40.0,43.0,45.0,777.0,771.0,273.0,626.0,622.0,8.834437086092715
Groton-Dunstable,06730000,170,95.3,4.1,0.6,0.0,0.0,0.0,48715326.38,2324.2,20960.19,53277484.38,2418.2,22031.45,16847953.0,91218.0,184.7,95.0,8.8,32.7,8.9,1.7,19.4,343.0,94.8,9.6,148.0,165.0,155.0,187.0,171.0,175.0,180.0,178.0,186.0,88.0,139.0,102.0,107.0,1981.0,504.0,506.0,505.0,125.0,134.0,44.0,11.0,12.0,12.0,644.0,635.0,216.0,59.0,58.0,60.0,519.0,501.0,172.0,48.0,46.0,48.0,83.0,61.0,25.0,8.0,6.0,7.0,99.0,99.0,98.0,365.0,401.0,120.0,33.0,37.0,33.0,53.0,54.0,1092.0,1097.0,361.0,867.0,873.0,11.652941176470588
Canton,00500000,232,94.8,2.6,0.0,0.4,1.7,0.4,68465342.54,3264.7,20971.12,78911626.06,3352.4,23538.86,27703558.0,106307.0,260.6,94.1,10.2,39.1,15.4,3.6,22.7,547.0,91.9,14.6,243.0,227.0,254.0,257.0,264.0,251.0,227.0,218.0,233.0,224.0,181.0,160.0,164.0,2903.0,503.0,506.0,503.0,164.0,192.0,62.0,11.0,13.0,13.0,873.0,906.0,289.0,58.0,61.0,59.0,709.0,714.0,227.0,47.0,48.0,46.0,134.0,124.0,34.0,9.0,8.0,7.0,99.0,99.0,99.0,486.0,461.0,169.0,33.0,31.0,34.0,52.0,54.0,1493.0,1491.0,492.0,1169.0,1180.0,12.512931034482758
Clinton,00640000,130,90.0,6.2,0.8,0.8,2.3,0.0,36909737.62,1993.8,18512.41,43635355.98,2237.2,19504.26,14242929.0,87059.0,163.6,95.3,8.0,32.0,8.7,2.0,1.8,327.0,93.1,12.7,165.0,143.0,134.0,146.0,152.0,150.0,158.0,142.0,137.0,41.0,28.0,47.0,48.0,1491.0,486.0,490.0,483.0,13.0,39.0,6.0,2.0,4.0,2.0,256.0,278.0,65.0,30.0,32.0,23.0,243.0,239.0,59.0,28.0,27.0,21.0,221.0,183.0,78.0,26.0,21.0,27.0,98.0,99.0,100.0,383.0,409.0,142.0,45.0,47.0,50.0,46.0,46.0,860.0,870.0,285.0,659.0,675.0,11.46923076923077
Ware,03090000,86,89.5,4.7,0.0,0.0,5.8,0.0,22296705.47,1095.8,20347.73,25455128.11,1309.7,19436.18,6921289.0,77593.0,89.2,93.1,11.7,47.2,22.0,4.5,19.9,180.0,94.0,10.4,87.0,84.0,74.0,75.0,80.0,92.0,88.0,73.0,75.0,38.0,24.0,35.0,53.0,878.0,486.0,484.0,490.0,11.0,8.0,7.0,2.0,2.0,4.0,143.0,113.0,57.0,29.0,23.0,34.0,132.0,105.0,50.0,27.0,22.0,30.0,127.0,125.0,36.0,26.0,26.0,22.0,99.0,100.0,99.0,219.0,250.0,74.0,45.0,51.0,44.0,45.0,45.0,489.0,488.0,167.0,387.0,389.0,10.209302325581396
Carver,00520000,95,95.8,3.2,0.0,0.0,1.1,0.0,28957473.9,1504.5,19247.31,33625247.59,1620.5,20749.61,10866092.0,85830.0,126.6,94.0,10.5,46.4,14.0,2.2,34.2,238.0,93.4,12.1,0.0,99.0,130.0,144.0,104.0,125.0,108.0,87.0,129.0,64.0,52.0,41.0,62.0,1145.0,491.0,495.0,493.0,6.0,20.0,4.0,1.0,3.0,2.0,222.0,268.0,84.0,32.0,39.0,36.0,216.0,248.0,80.0,31.0,36.0,34.0,118.0,82.0,29.0,17.0,12.0,12.0,97.0,96.0,89.0,352.0,338.0,121.0,51.0,49.0,52.0,44.0,52.0,692.0,688.0,234.0,530.0,528.0,12.052631578947368
Brooke Charter School (District),04280000,105,90.5,1.9,0.0,1.9,5.7,0.0,51579496.19,2210.5,23333.96,51579496.19,2210.5,23333.96,19154431.0,105564.0,181.2,94.5,10.4,40.0,13.3,2.7,0.0,381.0,95.4,9.0,191.0,191.0,195.0,191.0,196.0,193.0,190.0,179.0,182.0,0.0,81.0,11.0,99.0,1899.0,509.0,511.0,506.0,189.0,213.0,57.0,17.0,19.0,15.0,744.0,797.0,231.0,65.0,70.0,62.0,555.0,584.0,174.0,49.0,51.0,46.0,47.0,49.0,23.0,4.0,4.0,6.0,100.0,100.0,100.0,346.0,289.0,121.0,30.0,25.0,32.0,65.0,64.0,1137.0,1135.0,375.0,897.0,896.0,18.085714285714285
Freetown-Lakeville,06650000,176,96.0,2.8,0.6,0.0,0.6,0.0,44301554.58,2686.1,16493.13,48422605.36,2800.4,17291.1,18072051.0,84056.0,215.0,94.6,9.5,37.3,11.8,2.3,22.6,392.0,93.7,11.4,181.0,175.0,190.0,208.0,231.0,230.0,225.0,221.0,200.0,127.0,90.0,69.0,70.0,2217.0,495.0,501.0,500.0,65.0,95.0,39.0,5.0,7.0,9.0,583.0,700.0,226.0,43.0,52.0,51.0,518.0,605.0,187.0,38.0,45.0,42.0,176.0,109.0,48.0,13.0,8.0,11.0,99.0,99.0,98.0,604.0,549.0,172.0,44.0,40.0,39.0,45.0,49.0,1363.0,1358.0,446.0,1108.0,1102.0,12.596590909090908
Randolph,02440000,198,85.9,5.6,0.5,0.0,8.1,0.0,66651636.35,2770.7,24056.12,79169176.95,3295.2,24025.87,23608505.0,97920.0,241.1,91.8,13.8,43.2,23.1,9.3,18.0,479.0,92.1,14.0,228.0,225.0,233.0,245.0,210.0,237.0,220.0,187.0,129.0,162.0,135.0,119.0,133.0,2463.0,481.0,484.0,483.0,15.0,38.0,10.0,1.0,3.0,3.0,249.0,304.0,89.0,20.0,24.0,22.0,234.0,266.0,79.0,18.0,21.0,20.0,410.0,375.0,122.0,32.0,29.0,31.0,99.0,99.0,97.0,607.0,600.0,185.0,48.0,47.0,47.0,44.0,41.0,1266.0,1279.0,396.0,885.0,915.0,12.43939393939394
Chelmsford,00560000,347,96.0,1.2,0.0,0.3,2.6,0.0,89278159.4,5137.8,17376.8,99650306.34,5345.8,18640.78,34325324.0,90640.0,378.7,95.4,8.2,29.2,9.0,1.9,14.0,865.0,92.5,13.3,372.0,394.0,376.0,392.0,427.0,346.0,359.0,403.0,404.0,251.0,234.0,219.0,236.0,4413.0,503.0,501.0,504.0,281.0,285.0,104.0,12.0,12.0,13.0,1354.0,1209.0,462.0,57.0,51.0,60.0,1073.0,924.0,358.0,45.0,39.0,46.0,256.0,256.0,68.0,11.0,11.0,9.0,99.0,99.0,99.0,762.0,912.0,246.0,32.0,38.0,32.0,54.0,48.0,2372.0,2377.0,776.0,1892.0,1899.0,12.717579250720462
